TABLE:  "Element Forces - Beams"
Story,Beam,UniqueName,Output Case,Case Type,Station,P,V2,V3,T,M2,M3
Nivel 3,B2,119,1.1(CM+CVa-Sy),Combination,6.1250,0,-6.7526,0,0,0,-2.2903
Nivel 3,B2,119,1.1(CM+CVa-Sy),Combination,7.0000,0,-9.3492,0,0,0,-9.3349
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,0.0000,0,12.1499,0,0,0,-16.5949
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,0.8750,0,9.5533,0,0,0,-7.0997
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,1.7500,0,6.9567,0,0,0,0.1234
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,2.6250,0,4.3601,0,0,0,5.0745
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,3.5000,0,1.7635,0,0,0,7.7536
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,4.3750,0,-0.8330,0,0,0,8.1607
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,5.2500,0,-3.4296,0,0,0,6.2958
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,6.1250,0,-6.0262,0,0,0,2.1589
Nivel 3,B3,120,1.1(CM+CVa-Sy),Combination,7.0000,0,-8.6228,0,0,0,-4.2501
Nivel 3,B1,118,CM+CV,Combination,0.0000,0,10.1042,0,0,0,-8.2425
Nivel 3,B1,118,CM+CV,Combination,0.8750,0,7.3882,0,0,0,-0.5896
Nivel 3,B1,118,CM+CV,Combination,1.7500,0,4.6722,0,0,0,4.6869
Nivel 3,B1,118,CM+CV,Combination,2.6250,0,1.9562,0,0,0,7.5868
Nivel 3,B1,118,CM+CV,Combination,3.5000,0,-0.7598,0,0,0,8.1102
Nivel 3,B1,118,CM+CV,Combination,4.3750,0,-3.4758,0,0,0,6.2571
Nivel 3,B1,118,CM+CV,Combination,5.2500,0,-6.1918,0,0,0,2.0276
Nivel 3,B1,118,CM+CV,Combination,6.1250,0,-8.9078,0,0,0,-4.5785
Nivel 3,B1,118,CM+CV,Combination,7.0000,0,-11.6238,0,0,0,-13.5611
Nivel 3,B2,119,CM+CV,Combination,0.0000,0,10.8640,0,0,0,-13.5611
Nivel 3,B2,119,CM+CV,Combination,0.8750,0,8.1480,0,0,0,-5.2434
Nivel 3,B2,119,CM+CV,Combination,1.7500,0,5.4320,0,0,0,0.6979
Nivel 3,B2,119,CM+CV,Combination,2.6250,0,2.7160,0,0,0,4.2626
Nivel 3,B2,119,CM+CV,Combination,3.5000,0,-0.0000,0,0,0,5.4509
Nivel 3,B2,119,CM+CV,Combination,4.3750,0,-2.7160,0,0,0,4.2626
Nivel 3,B2,119,CM+CV,Combination,5.2500,0,-5.4320,0,0,0,0.6979
Nivel 3,B2,119,CM+CV,Combination,6.1250,0,-8.1480,0,0,0,-5.2434
Nivel 3,B2,119,CM+CV,Combination,7.0000,0,-10.8640,0,0,0,-13.5611
Nivel 3,B3,120,CM+CV,Combination,0.0000,0,11.6238,0,0,0,-13.5611
Nivel 3,B3,120,CM+CV,Combination,0.8750,0,8.9078,0,0,0,-4.5785
Nivel 3,B3,120,CM+CV,Combination,1.7500,0,6.1918,0,0,0,2.0276
Nivel 3,B3,120,CM+CV,Combination,2.6250,0,3.4758,0,0,0,6.2571
Nivel 3,B3,120,CM+CV,Combination,3.5000,0,0.7598,0,0,0,8.1102
Nivel 3,B3,120,CM+CV,Combination,4.3750,0,-1.9562,0,0,0,7.5868
Nivel 3,B3,120,CM+CV,Combination,5.2500,0,-4.6722,0,0,0,4.6869
Nivel 3,B3,120,CM+CV,Combination,6.1250,0,-7.3882,0,0,0,-0.5896
Nivel 3,B3,120,CM+CV,Combination,7.0000,0,-10.1042,0,0,0,-8.2425
Nivel 3,B1,118,CM+0.4CV,Combination,0.0000,0,8.5173,0,0,0,-6.9480
Nivel 3,B1,118,CM+0.4CV,Combination,0.8750,0,6.2278,0,0,0,-0.4970
Nivel 3,B1,118,CM+0.4CV,Combination,1.7500,0,3.9384,0,0,0,3.9508
Nivel 3,B1,118,CM+0.4CV,Combination,2.6250,0,1.6490,0,0,0,6.3952
Nivel 3,B1,118,CM+0.4CV,Combination,3.5000,0,-0.6405,0,0,0,6.8365
Nivel 3,B1,118,CM+0.4CV,Combination,4.3750,0,-2.9299,0,0,0,5.2744
Nivel 3,B1,118,CM+0.4CV,Combination,5.2500,0,-5.2193,0,0,0,1.7091
Nivel 3,B1,118,CM+0.4CV,Combination,6.1250,0,-7.5088,0,0,0,-3.8594
Nivel 3,B1,118,CM+0.4CV,Combination,7.0000,0,-9.7982,0,0,0,-11.4313
Nivel 3,B2,119,CM+0.4CV,Combination,0.0000,0,9.1578,0,0,0,-11.4313
Nivel 3,B2,119,CM+0.4CV,Combination,0.8750,0,6.8683,0,0,0,-4.4199
Nivel 3,B2,119,CM+0.4CV,Combination,1.7500,0,4.5789,0,0,0,0.5883
Nivel 3,B2,119,CM+0.4CV,Combination,2.6250,0,2.2894,0,0,0,3.5932
Nivel 3,B2,119,CM+0.4CV,Combination,3.5000,0,-0.0000,0,0,0,4.5948
Nivel 3,B2,119,CM+0.4CV,Combination,4.3750,0,-2.2894,0,0,0,3.5932
Nivel 3,B2,119,CM+0.4CV,Combination,5.2500,0,-4.5789,0,0,0,0.5883
Nivel 3,B2,119,CM+0.4CV,Combination,6.1250,0,-6.8683,0,0,0,-4.4199
Nivel 3,B2,119,CM+0.4CV,Combination,7.0000,0,-9.1578,0,0,0,-11.4313
Nivel 3,B3,120,CM+0.4CV,Combination,0.0000,0,9.7982,0,0,0,-11.4313
Nivel 3,B3,120,CM+0.4CV,Combination,0.8750,0,7.5088,0,0,0,-3.8594
Nivel 3,B3,120,CM+0.4CV,Combination,1.7500,0,5.2193,0,0,0,1.7091
Nivel 3,B3,120,CM+0.4CV,Combination,2.6250,0,2.9299,0,0,0,5.2744
Nivel 3,B3,120,CM+0.4CV,Combination,3.5000,0,0.6405,0,0,0,6.8365
Nivel 3,B3,120,CM+0.4CV,Combination,4.3750,0,-1.6490,0,0,0,6.3952
Nivel 3,B3,120,CM+0.4CV,Combination,5.2500,0,-3.9384,0,0,0,3.9508
Nivel 3,B3,120,CM+0.4CV,Combination,6.1250,0,-6.2278,0,0,0,-0.4970
Nivel 3,B3,120,CM+0.4CV,Combination,7.0000,0,-8.5173,0,0,0,-6.9480
Nivel 3,B4,121,1.3CM+1.5CV,Combination,0.0000,0,25.1960,0,0,0,-20.5536
Nivel 3,B4,121,1.3CM+1.5CV,Combination,0.8750,0,18.4234,0,0,0,-1.4702
Nivel 3,B4,121,1.3CM+1.5CV,Combination,1.7500,0,11.6507,0,0,0,11.6872
Nivel 3,B4,121,1.3CM+1.5CV,Combination,2.6250,0,4.8780,0,0,0,18.9186
Nivel 3,B4,121,1.3CM+1.5CV,Combination,3.5000,0,-1.8947,0,0,0,20.2238
Nivel 3,B4,121,1.3CM+1.5CV,Combination,4.3750,0,-8.6673,0,0,0,15.6029
Nivel 3,B4,121,1.3CM+1.5CV,Combination,5.2500,0,-15.4400,0,0,0,5.0559
Nivel 3,B4,121,1.3CM+1.5CV,Combination,6.1250,0,-22.2127,0,0,0,-11.4171
Nivel 3,B4,121,1.3CM+1.5CV,Combination,7.0000,0,-28.9854,0,0,0,-33.8163
Nivel 3,B5,122,1.3CM+1.5CV,Combination,0.0000,0,27.0907,0,0,0,-33.8163
Nivel 3,B5,122,1.3CM+1.5CV,Combination,0.8750,0,20.3180,0,0,0,-13.0749
Nivel 3,B5,122,1.3CM+1.5CV,Combination,1.7500,0,13.5453,0,0,0,1.7403
Nivel 3,B5,122,1.3CM+1.5CV,Combination,2.6250,0,6.7727,0,0,0,10.6294
Nivel 3,B5,122,1.3CM+1.5CV,Combination,3.5000,0,-0.0000,0,0,0,13.5925
Nivel 3,B5,122,1.3CM+1.5CV,Combination,4.3750,0,-6.7727,0,0,0,10.6294
Nivel 3,B5,122,1.3CM+1.5CV,Combination,5.2500,0,-13.5454,0,0,0,1.7403
Nivel 3,B5,122,1.3CM+1.5CV,Combination,6.1250,0,-20.3180,0,0,0,-13.0749
Nivel 3,B5,122,1.3CM+1.5CV,Combination,7.0000,0,-27.0907,0,0,0,-33.8163
Nivel 3,B6,123,1.3CM+1.5CV,Combination,0.0000,0,28.9854,0,0,0,-33.8163
Nivel 3,B6,123,1.3CM+1.5CV,Combination,0.8750,0,22.2127,0,0,0,-11.4171
Nivel 3,B6,123,1.3CM+1.5CV,Combination,1.7500,0,15.4400,0,0,0,5.0559
Nivel 3,B6,123,1.3CM+1.5CV,Combination,2.6250,0,8.6673,0,0,0,15.6029
Nivel 3,B6,123,1.3CM+1.5CV,Combination,3.5000,0,1.8947,0,0,0,20.2238
Nivel 3,B6,123,1.3CM+1.5CV,Combination,4.3750,0,-4.8780,0,0,0,18.9186
Nivel 3,B6,123,1.3CM+1.5CV,Combination,5.2500,0,-11.6507,0,0,0,11.6872
Nivel 3,B6,123,1.3CM+1.5CV,Combination,6.1250,0,-18.4234,0,0,0,-1.4702
Nivel 3,B6,123,1.3CM+1.5CV,Combination,7.0000,0,-25.1960,0,0,0,-20.5536
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,0.0000,0,14.0580,0,0,0,-2.1880
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,0.8750,0,9.3500,0,0,0,8.0530
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,1.7500,0,4.6419,0,0,0,14.1745
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,2.6250,0,-0.0662,0,0,0,16.1764
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,3.5000,0,-4.7742,0,0,0,14.0587
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,4.3750,0,-9.4823,0,0,0,7.8215
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,5.2500,0,-14.1904,0,0,0,-2.5353
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,6.1250,0,-18.8984,0,0,0,-17.0117
Nivel 3,B4,121,1.1(CM+CVa+Sx),Combination,7.0000,0,-23.6065,0,0,0,-35.6076
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,0.0000,0,15.3751,0,0,0,-11.4076
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,0.8750,0,10.6671,0,0,0,-0.0141
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,1.7500,0,5.9590,0,0,0,7.2598
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,2.6250,0,1.2509,0,0,0,10.4141
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,3.5000,0,-3.4571,0,0,0,9.4489
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,4.3750,0,-8.1652,0,0,0,4.3641
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,5.2500,0,-12.8733,0,0,0,-4.8402
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,6.1250,0,-17.5813,0,0,0,-18.1641
Nivel 3,B5,122,1.1(CM+CVa+Sx),Combination,7.0000,0,-22.2894,0,0,0,-35.6076
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,0.0000,0,16.6922,0,0,0,-11.4076
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,0.8750,0,11.9841,0,0,0,1.1383
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,1.7500,0,7.2761,0,0,0,9.5647
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,2.6250,0,2.5680,0,0,0,13.8715
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,3.5000,0,-2.1401,0,0,0,14.0587
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,4.3750,0,-6.8481,0,0,0,10.1264
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,5.2500,0,-11.5562,0,0,0,2.0745
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,6.1250,0,-16.2643,0,0,0,-10.0970
Nivel 3,B6,123,1.1(CM+CVa+Sx),Combination,7.0000,0,-20.9723,0,0,0,-26.3880
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,0.0000,0,20.9723,0,0,0,-26.3880
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,0.8750,0,16.2643,0,0,0,-10.0970
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,1.7500,0,11.5562,0,0,0,2.0745
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,2.6250,0,6.8481,0,0,0,10.1264
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,3.5000,0,2.1401,0,0,0,14.0587
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,4.3750,0,-2.5680,0,0,0,13.8715
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,5.2500,0,-7.2761,0,0,0,9.5647
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,6.1250,0,-11.9841,0,0,0,1.1383
Nivel 3,B4,121,1.1(CM+CVa-Sx),Combination,7.0000,0,-16.6922,0,0,0,-11.4076
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,0.0000,0,22.2894,0,0,0,-35.6076
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,0.8750,0,17.5813,0,0,0,-18.1641
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,1.7500,0,12.8733,0,0,0,-4.8402
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,2.6250,0,8.1652,0,0,0,4.3641
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,3.5000,0,3.4571,0,0,0,9.4489
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,4.3750,0,-1.2509,0,0,0,10.4141
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,5.2500,0,-5.9590,0,0,0,7.2598
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,6.1250,0,-10.6671,0,0,0,-0.0141
Nivel 3,B5,122,1.1(CM+CVa-Sx),Combination,7.0000,0,-15.3751,0,0,0,-11.4076
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,0.0000,0,23.6065,0,0,0,-35.6076
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,0.8750,0,18.8984,0,0,0,-17.0117
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,1.7500,0,14.1904,0,0,0,-2.5353
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,2.6250,0,9.4823,0,0,0,7.8215
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,3.5000,0,4.7742,0,0,0,14.0587
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,4.3750,0,0.0662,0,0,0,16.1764
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,5.2500,0,-4.6419,0,0,0,14.1745
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,6.1250,0,-9.3500,0,0,0,8.0530
Nivel 3,B6,123,1.1(CM+CVa-Sx),Combination,7.0000,0,-14.0580,0,0,0,-2.1880
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,0.0000,0,16.4780,0,0,0,-10.6580
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,0.8750,0,11.7700,0,0,0,1.7005
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,1.7500,0,7.0619,0,0,0,9.9395
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,2.6250,0,2.3538,0,0,0,14.0589
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,3.5000,0,-2.3542,0,0,0,14.0587
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,4.3750,0,-7.0623,0,0,0,9.9390
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,5.2500,0,-11.7704,0,0,0,1.6997
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,6.1250,0,-16.4784,0,0,0,-10.6592
Nivel 3,B4,121,1.1(CM+CVa+Sy),Combination,7.0000,0,-21.1865,0,0,0,-27.1376
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,0.0000,0,17.7951,0,0,0,-19.8776
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,0.8750,0,13.0871,0,0,0,-6.3666
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,1.7500,0,8.3790,0,0,0,3.0248
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,2.6250,0,3.6709,0,0,0,8.2966
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,3.5000,0,-1.0371,0,0,0,9.4489
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,4.3750,0,-5.7452,0,0,0,6.4816
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,5.2500,0,-10.4533,0,0,0,-0.6052
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,6.1250,0,-15.1613,0,0,0,-11.8116
Nivel 3,B5,122,1.1(CM+CVa+Sy),Combination,7.0000,0,-19.8694,0,0,0,-27.1376
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,0.0000,0,19.1122,0,0,0,-19.8776
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,0.8750,0,14.4041,0,0,0,-5.2142
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,1.7500,0,9.6961,0,0,0,5.3297
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,2.6250,0,4.9880,0,0,0,11.7540
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,3.5000,0,0.2799,0,0,0,14.0587
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,4.3750,0,-4.4281,0,0,0,12.2439
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,5.2500,0,-9.1362,0,0,0,6.3095
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,6.1250,0,-13.8443,0,0,0,-3.7445
Nivel 3,B6,123,1.1(CM+CVa+Sy),Combination,7.0000,0,-18.5523,0,0,0,-17.9180
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,0.0000,0,18.5523,0,0,0,-17.9180
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,0.8750,0,13.8443,0,0,0,-3.7445
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,1.7500,0,9.1362,0,0,0,6.3095
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,2.6250,0,4.4281,0,0,0,12.2439
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,3.5000,0,-0.2799,0,0,0,14.0587
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,4.3750,0,-4.9880,0,0,0,11.7540
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,5.2500,0,-9.6961,0,0,0,5.3297
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,6.1250,0,-14.4041,0,0,0,-5.2142
Nivel 3,B4,121,1.1(CM+CVa-Sy),Combination,7.0000,0,-19.1122,0,0,0,-19.8776
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,0.0000,0,19.8694,0,0,0,-27.1376
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,0.8750,0,15.1613,0,0,0,-11.8116
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,1.7500,0,10.4533,0,0,0,-0.6052
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,2.6250,0,5.7452,0,0,0,6.4816
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,3.5000,0,1.0371,0,0,0,9.4489
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,4.3750,0,-3.6709,0,0,0,8.2966
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,5.2500,0,-8.3790,0,0,0,3.0248
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,6.1250,0,-13.0871,0,0,0,-6.3666
Nivel 3,B5,122,1.1(CM+CVa-Sy),Combination,7.0000,0,-17.7951,0,0,0,-19.8776
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,0.0000,0,21.1865,0,0,0,-27.1376
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,0.8750,0,16.4784,0,0,0,-10.6592
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,1.7500,0,11.7704,0,0,0,1.6997
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,2.6250,0,7.0623,0,0,0,9.9390
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,3.5000,0,2.3542,0,0,0,14.0587
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,4.3750,0,-2.3538,0,0,0,14.0589
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,5.2500,0,-7.0619,0,0,0,9.9395
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,6.1250,0,-11.7700,0,0,0,1.7005
Nivel 3,B6,123,1.1(CM+CVa-Sy),Combination,7.0000,0,-16.4780,0,0,0,-10.6580
Nivel 3,B4,121,CM+CV,Combination,0.0000,0,18.5678,0,0,0,-15.1466
Nivel 3,B4,121,CM+CV,Combination,0.8750,0,13.5768,0,0,0,-1.0834
Nivel 3,B4,121,CM+CV,Combination,1.7500,0,8.5858,0,0,0,8.6127
Nivel 3,B4,121,CM+CV,Combination,2.6250,0,3.5948,0,0,0,13.9417
Nivel 3,B4,121,CM+CV,Combination,3.5000,0,-1.3962,0,0,0,14.9035
Nivel 3,B4,121,CM+CV,Combination,4.3750,0,-6.3872,0,0,0,11.4983
Nivel 3,B4,121,CM+CV,Combination,5.2500,0,-11.3782,0,0,0,3.7259
Nivel 3,B4,121,CM+CV,Combination,6.1250,0,-16.3692,0,0,0,-8.4136
Nivel 3,B4,121,CM+CV,Combination,7.0000,0,-21.3602,0,0,0,-24.9203
Nivel 3,B5,122,CM+CV,Combination,0.0000,0,19.9640,0,0,0,-24.9203
Nivel 3,B5,122,CM+CV,Combination,0.8750,0,14.9730,0,0,0,-9.6353
Nivel 3,B5,122,CM+CV,Combination,1.7500,0,9.9820,0,0,0,1.2825
Nivel 3,B5,122,CM+CV,Combination,2.6250,0,4.9910,0,0,0,7.8332
Nivel 3,B5,122,CM+CV,Combination,3.5000,0,0.0000,0,0,0,10.0167
Nivel 3,B5,122,CM+CV,Combination,4.3750,0,-4.9910,0,0,0,7.8332
Nivel 3,B5,122,CM+CV,Combination,5.2500,0,-9.9820,0,0,0,1.2825
Nivel 3,B5,122,CM+CV,Combination,6.1250,0,-14.9730,0,0,0,-9.6353
Nivel 3,B5,122,CM+CV,Combination,7.0000,0,-19.9640,0,0,0,-24.9203
Nivel 3,B6,123,CM+CV,Combination,0.0000,0,21.3602,0,0,0,-24.9203
Nivel 3,B6,123,CM+CV,Combination,0.8750,0,16.3692,0,0,0,-8.4136
Nivel 3,B6,123,CM+CV,Combination,1.7500,0,11.3782,0,0,0,3.7259
Nivel 3,B6,123,CM+CV,Combination,2.6250,0,6.3872,0,0,0,11.4983
Nivel 3,B6,123,CM+CV,Combination,3.5000,0,1.3962,0,0,0,14.9035
Nivel 3,B6,123,CM+CV,Combination,4.3750,0,-3.5948,0,0,0,13.9417
Nivel 3,B6,123,CM+CV,Combination,5.2500,0,-8.5858,0,0,0,8.6127
Nivel 3,B6,123,CM+CV,Combination,6.1250,0,-13.5768,0,0,0,-1.0834
Nivel 3,B6,123,CM+CV,Combination,7.0000,0,-18.5678,0,0,0,-15.1466
Nivel 3,B4,121,CM+0.4CV,Combination,0.0000,0,15.3939,0,0,0,-12.5576
Nivel 3,B4,121,CM+0.4CV,Combination,0.8750,0,11.2561,0,0,0,-0.8982
Nivel 3,B4,121,CM+0.4CV,Combination,1.7500,0,7.1182,0,0,0,7.1405
Nivel 3,B4,121,CM+0.4CV,Combination,2.6250,0,2.9803,0,0,0,11.5586
Nivel 3,B4,121,CM+0.4CV,Combination,3.5000,0,-1.1576,0,0,0,12.3560
Nivel 3,B4,121,CM+0.4CV,Combination,4.3750,0,-5.2954,0,0,0,9.5328
Nivel 3,B4,121,CM+0.4CV,Combination,5.2500,0,-9.4333,0,0,0,3.0890
Nivel 3,B4,121,CM+0.4CV,Combination,6.1250,0,-13.5712,0,0,0,-6.9755
Nivel 3,B4,121,CM+0.4CV,Combination,7.0000,0,-17.7091,0,0,0,-20.6606
Nivel 3,B5,122,CM+0.4CV,Combination,0.0000,0,16.5515,0,0,0,-20.6606
Nivel 3,B5,122,CM+0.4CV,Combination,0.8750,0,12.4136,0,0,0,-7.9883
Nivel 3,B5,122,CM+0.4CV,Combination,1.7500,0,8.2758,0,0,0,1.0633
Nivel 3,B5,122,CM+0.4CV,Combination,2.6250,0,4.1379,0,0,0,6.4942
Nivel 3,B5,122,CM+0.4CV,Combination,3.5000,0,0.0000,0,0,0,8.3045
Nivel 3,B5,122,CM+0.4CV,Combination,4.3750,0,-4.1379,0,0,0,6.4942
Nivel 3,B5,122,CM+0.4CV,Combination,5.2500,0,-8.2758,0,0,0,1.0633
Nivel 3,B5,122,CM+0.4CV,Combination,6.1250,0,-12.4136,0,0,0,-7.9883
Nivel 3,B5,122,CM+0.4CV,Combination,7.0000,0,-16.5515,0,0,0,-20.6606
Nivel 3,B6,123,CM+0.4CV,Combination,0.0000,0,17.7091,0,0,0,-20.6606
Nivel 3,B6,123,CM+0.4CV,Combination,0.8750,0,13.5712,0,0,0,-6.9755
Nivel 3,B6,123,CM+0.4CV,Combination,1.7500,0,9.4333,0,0,0,3.0890
Nivel 3,B6,123,CM+0.4CV,Combination,2.6250,0,5.2954,0,0,0,9.5328
Nivel 3,B6,123,CM+0.4CV,Combination,3.5000,0,1.1576,0,0,0,12.3560
Nivel 3,B6,123,CM+0.4CV,Combination,4.3750,0,-2.9803,0,0,0,11.5586
Nivel 3,B6,123,CM+0.4CV,Combination,5.2500,0,-7.1182,0,0,0,7.1405
Nivel 3,B6,123,CM+0.4CV,Combination,6.1250,0,-11.2561,0,0,0,-0.8982
Nivel 3,B6,123,CM+0.4CV,Combination,7.0000,0,-15.3939,0,0,0,-12.5576
Nivel 3,B7,124,1.3CM+1.5CV,Combination,0.0000,0,13.6644,0,0,0,-11.1467
Nivel 3,B7,124,1.3CM+1.5CV,Combination,0.8750,0,9.9914,0,0,0,-0.7973
Nivel 3,B7,124,1.3CM+1.5CV,Combination,1.7500,0,6.3185,0,0,0,6.3383
Nivel 3,B7,124,1.3CM+1.5CV,Combination,2.6250,0,2.6455,0,0,0,10.2600
Nivel 3,B7,124,1.3CM+1.5CV,Combination,3.5000,0,-1.0275,0,0,0,10.9678
Nivel 3,B7,124,1.3CM+1.5CV,Combination,4.3750,0,-4.7005,0,0,0,8.4618
Nivel 3,B7,124,1.3CM+1.5CV,Combination,5.2500,0,-8.3735,0,0,0,2.7420
Nivel 3,B7,124,1.3CM+1.5CV,Combination,6.1250,0,-12.0465,0,0,0,-6.1918
Nivel 3,B7,124,1.3CM+1.5CV,Combination,7.0000,0,-15.7195,0,0,0,-18.3394
Nivel 3,B8,125,1.3CM+1.5CV,Combination,0.0000,0,14.6920,0,0,0,-18.3394
Nivel 3,B8,125,1.3CM+1.5CV,Combination,0.8750,0,11.0190,0,0,0,-7.0909
Nivel 3,B8,125,1.3CM+1.5CV,Combination,1.7500,0,7.3460,0,0,0,0.9438
Nivel 3,B8,125,1.3CM+1.5CV,Combination,2.6250,0,3.6730,0,0,0,5.7646
Nivel 3,B8,125,1.3CM+1.5CV,Combination,3.5000,0,0.0000,0,0,0,7.3715
Nivel 3,B8,125,1.3CM+1.5CV,Combination,4.3750,0,-3.6730,0,0,0,5.7646
Nivel 3,B8,125,1.3CM+1.5CV,Combination,5.2500,0,-7.3460,0,0,0,0.9438
